Date,JPM,JPM_tradable,BAC,BAC_tradable,WFC,WFC_tradable,C,C_tradable,GS,GS_tradable,MS,MS_tradable,USB,USB_tradable,PNC,PNC_tradable,HSBA.L,HSBA.L_tradable,BARC.L,BARC.L_tradable,LLOY.L,LLOY.L_tradable,NWG.L,NWG.L_tradable,STAN.L,STAN.L_tradable,BNP.PA,BNP.PA_tradable,GLE.PA,GLE.PA_tradable,SAN.MC,SAN.MC_tradable,BBVA.MC,BBVA.MC_tradable,ISP.MI,ISP.MI_tradable,UCG.MI,UCG.MI_tradable,DBK.DE,DBK.DE_tradable,CBK.DE,CBK.DE_tradable,INGA.AS,INGA.AS_tradable,UBSG.SW,UBSG.SW_tradable,8316.T,8316.T_tradable,8308.T,8308.T_tradable
2000-01-27,25.3802394867,True,12.2766551971,True,9.5165815353,True,229.0065307617,True,61.5978088379,True,32.6420249939,True,9.6031141281,True,20.9750328064,True,643.9512329102,True,360.2734985352,True,433.2284240723,True,3225.3950195312,True,676.2188720703,True,11.4146776199,True,15.0483217239,True,2.3687090874,True,3.7542467117,True,0.5854725242,True,117258.8750000000,True,33.2007026672,True,203.1859588623,True,7.6216382980,True,19.7188415527,True,875.2203979492,True,3319.9555664062,True
2000-01-28,24.1220455170,True,11.6707925797,True,9.4555768967,True,217.8471679688,True,60.2136154175,True,30.5886878967,True,9.2397546768,True,20.6100139618,True,631.9071044922,True,345.3862609863,True,413.3024902344,True,3240.6811523438,True,644.7574462891,True,11.7113513947,True,15.6183357239,True,2.2957561016,True,3.7403421402,True,0.5752305984,True,115804.0546875000,True,32.9240417480,True,199.2435302734,True,7.5960297585,True,19.3984222412,True,881.5623168945,True,3377.1955566406,True
2000-01-29,24.1220455170,False,11.6707925797,False,9.4555768967,False,217.8471679688,False,60.2136154175,False,30.5886878967,False,9.2397546768,False,20.6100139618,False,631.9071044922,False,345.3862609863,False,413.3024902344,False,3240.6811523438,False,644.7574462891,False,11.7113513947,False,15.6183357239,False,2.2957561016,False,3.7403421402,False,0.5752305984,False,115804.0546875000,False,32.9240417480,False,199.2435302734,False,7.5960297585,False,19.3984222412,False,881.5623168945,False,3377.1955566406,False
2000-01-30,24.1220455170,False,11.6707925797,False,9.4555768967,False,217.8471679688,False,60.2136154175,False,30.5886878967,False,9.2397546768,False,20.6100139618,False,631.9071044922,False,345.3862609863,False,413.3024902344,False,3240.6811523438,False,644.7574462891,False,11.7113513947,False,15.6183357239,False,2.2957561016,False,3.7403421402,False,0.5752305984,False,115804.0546875000,False,32.9240417480,False,199.2435302734,False,7.5960297585,False,19.3984222412,False,881.5623168945,False,3377.1955566406,False
2000-01-31,25.3802394867,True,12.3563709259,True,9.7605991364,True,221.2434539795,True,63.4146232605,True,32.0079116821,True,9.9145650864,True,21.5646915436,True,622.4433593750,True,342.4087524414,True,400.1255493164,True,3063.3608398438,True,614.0927124023,True,11.4853162766,True,15.6259374619,True,2.3083641529,True,3.6847236156,True,0.5632827282,True,118422.7265625000,True,32.2784690857,True,195.6043853760,True,7.3413543701,True,18.9793930054,True,887.9044799805,True,3434.4365234375,True
2000-02-01,26.3435420990,True,12.4998598099,True,9.8673505783,True,226.0953369141,True,63.1550941467,True,30.9208602905,True,10.0962438583,True,21.6770095825,True,617.7112426758,True,338.0570983887,True,395.6261291504,True,2968.5864257812,True,623.6502075195,True,11.5418233871,True,15.7475404739,True,2.3358724117,True,3.7347803116,True,0.5649891496,True,116385.9765625000,True,33.0749435425,True,198.6370086670,True,7.3911538124,True,19.5216522217,True,916.4443969727,True,3211.1984863281,True
2000-02-02,25.9110260010,True,12.1809940338,True,9.5686388016,True,224.1546783447,True,63.0685462952,True,31.4643764496,True,10.2260189056,True,20.9750328064,True,613.8399658203,True,332.5600891113,True,401.4111022949,True,2993.0446777344,True,633.6068115234,True,11.3581705093,True,15.9831428528,True,2.3358724117,True,3.7236576080,True,0.5837643743,True,115513.0859375000,True,34.5379600525,True,199.5467834473,True,7.4025344849,True,20.7047767639,True,935.4707031250,True,3188.3022460938,True
2000-02-03,26.1665992737,True,11.8461761475,True,9.5379753113,True,219.1824340820,True,59.0889511108,True,31.8871307373,True,9.9405231476,True,20.4415321350,True,631.4767456055,True,332.3311767578,True,402.6966247559,True,3075.5905761719,True,649.9346313477,True,11.3299188614,True,15.5499353409,True,2.3679625988,True,3.7542467117,True,0.5888867974,True,112312.4687500000,True,34.8062591553,True,200.1533203125,True,7.7254967690,True,20.6061992645,True,951.3262329102,True,3337.1274414062,True
2000-02-04,25.7144527435,True,11.7026882172,True,9.4613027573,True,213.1006317139,True,58.6131057739,True,31.7361335754,True,9.2657070160,True,20.0203475952,True,599.6447143555,True,317.6729125977,True,392.0909729004,True,2947.1855468750,True,612.8979492188,True,11.2875375748,True,15.2459278107,True,2.3885943890,True,3.6986279488,True,0.5940058827,True,112312.4687500000,True,34.7517471313,True,200.6385345459,True,7.7439942360,True,20.2610950470,True,960.8392944336,True,3245.5422363281,True
2000-02-05,25.7144527435,False,11.7026882172,False,9.4613027573,False,213.1006317139,False,58.6131057739,False,31.7361335754,False,9.2657070160,False,20.0203475952,False,599.6447143555,False,317.6729125977,False,392.0909729004,False,2947.1855468750,False,612.8979492188,False,11.2875375748,False,15.2459278107,False,2.3885943890,False,3.6986279488,False,0.5940058827,False,112312.4687500000,False,34.7517471313,False,200.6385345459,False,7.7439942360,False,20.2610950470,False,960.8392944336,False,3245.5422363281,False
2000-02-06,25.7144527435,False,11.7026882172,False,9.4613027573,False,213.1006317139,False,58.6131057739,False,31.7361335754,False,9.2657070160,False,20.0203475952,False,599.6447143555,False,317.6729125977,False,392.0909729004,False,2947.1855468750,False,612.8979492188,False,11.2875375748,False,15.2459278107,False,2.3885943890,False,3.6986279488,False,0.5940058827,False,112312.4687500000,False,34.7517471313,False,200.6385345459,False,7.7439942360,False,20.2610950470,False,960.8392944336,False,3245.5422363281,False
2000-02-07,25.8520641327,True,11.5591907501,True,9.3692951202,True,211.6411590576,True,59.3484802246,True,31.4643764496,True,9.4473876953,True,19.8237972260,True,601.7958984375,True,324.5440979004,True,396.9118347168,True,3032.7885742188,True,589.4015502930,True,10.9767417908,True,15.1471242905,True,2.4619491100,True,3.6291079521,True,0.5615748763,True,112021.5078125000,True,34.4583168030,True,195.9076385498,True,7.7624893188,True,20.2118244171,True,979.8660888672,True,3245.5422363281,True
2000-02-08,26.7563819885,True,12.0215568542,True,9.5533084869,True,217.9660797119,True,61.9006423950,True,32.7627983093,True,9.8107442856,True,20.2449779510,True,616.4210815430,True,330.9570007324,True,408.1603088379,True,3219.2807617188,True,656.7048950195,True,11.0049943924,True,15.2003250122,True,2.5032114983,True,3.7681531906,True,0.5632827282,True,111730.5390625000,True,34.7098312378,True,191.0554199219,True,7.7895202637,True,20.0639057159,True,986.2084350586,True,3159.6816406250,True
2000-02-09,26.0683097839,True,11.7505159378,True,9.2926197052,True,210.9113616943,True,60.0405845642,True,32.4608459473,True,9.5252485275,True,19.7957267761,True,613.8399658203,True,322.4825134277,True,414.2665100098,True,2763.7512207031,True,630.0222167969,True,10.7083234787,True,14.8203172684,True,2.4573643208,True,3.6763792038,True,0.5735242963,True,112312.4687500000,True,34.9194221497,True,195.3011322021,True,7.8222432137,True,19.9899826050,True,1030.6030273438,True,3062.3732910156,True
2000-02-10,26.1469497681,True,11.4475784302,True,9.0166044235,True,208.9651336670,True,59.9540596008,True,32.2796783447,True,9.3954801559,True,19.1779766083,True,605.2368774414,True,342.8667297363,True,441.2630615234,True,2675.0903320312,True,607.3224487305,True,10.6800708771,True,14.9495239258,True,2.4069330692,True,3.6207630634,True,0.6247309446,True,118131.7890625000,True,35.8207206726,True,214.4066314697,True,7.5263123512,True,20.1132164001,True,1125.7362060547,True,2902.0981445312,True
2000-02-11,25.9896678925,True,11.5272998810,True,9.2926197052,True,210.1815032959,True,58.9159011841,True,32.2494697571,True,9.2137994766,True,18.9252700806,True,588.4605712891,True,336.9117126465,True,402.3751525879,True,2662.8618164062,True,575.0645751953,True,11.0756273270,True,15.0787239075,True,2.2762720585,True,3.8988544941,True,0.6281453371,True,116385.9765625000,True,35.9464721680,True,223.2012939453,True,7.2061958313,True,20.1132164001,True,1125.7362060547,True,2902.0981445312,True
