Date,strategy,weight_sum
2007-09-05,gaussian,0.99999999999999967
2007-09-06,gaussian,1.0000000000000002
2007-09-07,gaussian,0.99999999999999978
2007-09-10,gaussian,1.0000000000000002
2007-09-11,gaussian,0.99999999999999967
2007-09-12,gaussian,1
2007-09-13,gaussian,1.0000000000000002
2007-09-14,gaussian,1.0000000000000002
2007-09-17,gaussian,1
2007-09-18,gaussian,1.0000000000000002
2007-09-19,gaussian,1
2007-09-20,gaussian,1
2007-09-21,gaussian,0.99999999999999978
2007-09-24,gaussian,1.0000000000000002
2007-09-25,gaussian,1.0000000000000002
2007-09-26,gaussian,1.0000000000000002
2007-09-27,gaussian,1
2007-09-28,gaussian,1
2007-10-01,gaussian,0.99999999999999989
2007-10-02,gaussian,1
2007-10-03,gaussian,1
2007-10-04,gaussian,1.0000000000000002
2007-10-05,gaussian,0.99999999999999978
2007-10-08,gaussian,1.0000000000000002
2007-10-09,gaussian,1.0000000000000004
2007-10-10,gaussian,1
2007-10-11,gaussian,1.0000000000000004
2007-10-12,gaussian,1.0000000000000002
2007-10-15,gaussian,1.0000000000000007
2007-10-16,gaussian,1
2007-10-17,gaussian,1
2007-10-18,gaussian,1
2007-10-19,gaussian,0.99999999999999967
2007-10-22,gaussian,1
2007-10-23,gaussian,1.0000000000000004
2007-10-24,gaussian,1
2007-10-25,gaussian,1.0000000000000002
2007-10-26,gaussian,1
2007-10-29,gaussian,0.99999999999999956
2007-10-30,gaussian,1
2007-10-31,gaussian,1
2007-11-01,gaussian,1.0000000000000002
2007-11-02,gaussian,1.0000000000000002
2007-11-05,gaussian,1.0000000000000002
2007-11-06,gaussian,1
2007-11-07,gaussian,1.0000000000000004
2007-11-08,gaussian,1
2007-11-09,gaussian,1
2007-11-12,gaussian,1.0000000000000002
2007-11-13,gaussian,1.0000000000000002
2007-11-14,gaussian,1.0000000000000002
2007-11-15,gaussian,1
2007-11-16,gaussian,1
2007-11-19,gaussian,1.0000000000000004
2007-11-20,gaussian,1.0000000000000004
2007-11-21,gaussian,0.99999999999999989
2007-11-22,gaussian,1
2007-11-23,gaussian,1
2007-11-26,gaussian,1
2007-11-27,gaussian,1
2007-11-28,gaussian,1
2007-11-29,gaussian,1.0000000000000002
2007-11-30,gaussian,1.0000000000000002
2007-12-03,gaussian,1.0000000000000002
2007-12-04,gaussian,1
2007-12-05,gaussian,1.0000000000000002
2007-12-06,gaussian,1
2007-12-07,gaussian,1.0000000000000002
2007-12-10,gaussian,0.99999999999999978
2007-12-11,gaussian,1.0000000000000002
2007-12-12,gaussian,1.0000000000000002
2007-12-13,gaussian,1
2007-12-14,gaussian,1.0000000000000002
2007-12-17,gaussian,1
2007-12-18,gaussian,1
2007-12-19,gaussian,1.0000000000000002
2007-12-20,gaussian,1
2007-12-21,gaussian,0.99999999999999978
2007-12-24,gaussian,1
2007-12-25,gaussian,1
2007-12-26,gaussian,1.0000000000000002
2007-12-27,gaussian,1.0000000000000002
2007-12-28,gaussian,1
2007-12-31,gaussian,1.0000000000000002
2008-01-01,gaussian,1.0000000000000002
2008-01-02,gaussian,1
2008-01-03,gaussian,1.0000000000000002
2008-01-04,gaussian,1
2008-01-07,gaussian,1.0000000000000004
2008-01-08,gaussian,1.0000000000000002
2008-01-09,gaussian,0.99999999999999989
2008-01-10,gaussian,1
