Date,strategy,drawdown
2007-03-21,equal_weight,-0.045975443413173944
2007-03-22,equal_weight,-0.03493894405965681
2007-03-23,equal_weight,-0.032325700695043036
2007-03-26,equal_weight,-0.040401330666824165
2007-03-27,equal_weight,-0.042529724205518926
2007-03-28,equal_weight,-0.052662613271184155
2007-03-29,equal_weight,-0.04597877220857649
2007-03-30,equal_weight,-0.04487262012777249
2007-04-02,equal_weight,-0.04651074403795663
2007-04-03,equal_weight,-0.0363600371323437
2007-04-04,equal_weight,-0.033481541290711236
2007-04-05,equal_weight,-0.028923729996512493
2007-04-06,equal_weight,-0.028272079127039662
2007-04-09,equal_weight,-0.031830674506362455
2007-04-10,equal_weight,-0.020998230579357346
2007-04-11,equal_weight,-0.022943074053136336
2007-04-12,equal_weight,-0.022369113379443695
2007-04-13,equal_weight,-0.01829844284559823
2007-04-16,equal_weight,0.0
2007-04-17,equal_weight,-0.0003996976270920216
2007-04-18,equal_weight,0.0
2007-04-19,equal_weight,-0.0037084936272563374
2007-04-20,equal_weight,0.0
2007-04-23,equal_weight,-0.004932787740402178
2007-04-24,equal_weight,-0.011122175874633267
2007-04-25,equal_weight,0.0
2007-04-26,equal_weight,-0.009992877745165996
2007-04-27,equal_weight,-0.011334044842657875
2007-04-30,equal_weight,-0.012011992882355549
2007-05-01,equal_weight,-0.016668411843253517
2007-05-02,equal_weight,-0.014871377543000497
2007-05-03,equal_weight,-0.013245998850133445
2007-05-04,equal_weight,-0.007973705426784772
2007-05-07,equal_weight,-0.002132391144553103
2007-05-08,equal_weight,-0.00628811781343519
2007-05-09,equal_weight,0.0
2007-05-10,equal_weight,-0.01366011101492648
2007-05-11,equal_weight,-0.004196606995842678
2007-05-14,equal_weight,-0.01002165385202003
2007-05-15,equal_weight,-0.006312237625385575
2007-05-16,equal_weight,-0.009801522358707127
2007-05-17,equal_weight,-0.013233957791459972
2007-05-18,equal_weight,-0.005053161211122981
2007-05-21,equal_weight,-0.007166109782762553
2007-05-22,equal_weight,-0.004451557967431796
2007-05-23,equal_weight,0.0
2007-05-24,equal_weight,-0.01078825798107974
2007-05-25,equal_weight,-0.008713405562155052
2007-05-28,equal_weight,-0.0077934478401721075
2007-05-29,equal_weight,-0.002435186568309544
2007-05-30,equal_weight,-0.0029694647174246525
2007-05-31,equal_weight,-0.0008772211000945829
2007-06-01,equal_weight,0.0
2007-06-04,equal_weight,-0.000908681501249009
